Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Price,Image Src
shumensko-svetlo-500-ml,Шуменско светло,Широка гама от местни и вносни бири,Делиорман,Бира,"Бира, beer",TRUE,Размер,500 ml,SHUMENSKO_SVETLO_500_ML,0,,0,2.60,
shumensko-spetsialno-330-ml,Шуменско Специално,Широка гама от местни и вносни бири,Делиорман,Бира,"Бира, beer",TRUE,Размер,330 ml,SHUMENSKO_SPETSIALNO_330_ML,0,,0,2.20,
pirinsko-500-ml,Пиринско,Широка гама от местни и вносни бири,Делиорман,Бира,"Бира, beer",TRUE,Размер,500 ml,PIRINSKO_500_ML,0,,0,2.60,
mlado-pivo-330-ml,Младо Пиво,Широка гама от местни и вносни бири,Делиорман,Бира,"Бира, beer",TRUE,Размер,330 ml,MLADO_PIVO_330_ML,0,,0,2.20,
somersby-sayder-330-ml,Somersby Сайдер,Широка гама от местни и вносни бири,Делиорман,Бира,"Бира, beer",TRUE,Размер,330 ml,SOMERSBY_SAYDER_330_ML,0,,0,3.00,
somersby-sayder-0-330-ml,Somersby Сайдер 0%,Широка гама от местни и вносни бири,Делиорман,Бира,"Бира, beer",TRUE,Размер,330 ml,SOMERSBY_SAYDER_0_330_ML,0,,0,3.00,
peshterska-grozdova-50-ml,Пещерска Гроздова,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,PESHTERSKA_GROZDOVA_50_ML,0,,0,2.00,
peshterska-grozdova-otlezhala-50-ml,Пещерска Гроздова отлежала,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,PESHTERSKA_GROZDOVA_OTLEZHALA_50_ML,0,,0,2.20,
kehlibar-grozdova-50-ml,Кехлибар Гроздова,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,KEHLIBAR_GROZDOVA_50_ML,0,,0,2.20,
burgaska-muskatova-50-ml,Бургаска Мускатова,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,BURGASKA_MUSKATOVA_50_ML,0,,0,2.40,
burgas-63-50-ml,Бургас 63,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,BURGAS_63_50_ML,0,,0,3.40,
burgas-63-barel-50-ml,Бургас 63 Барел,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,BURGAS_63_BAREL_50_ML,0,,0,3.80,
slivenska-perla-50-ml,Сливенска перла,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,SLIVENSKA_PERLA_50_ML,0,,0,3.40,
slivenska-perla-barel-50-ml,"Сливенска перла"" Барел",Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,SLIVENSKA_PERLA_BAREL_50_ML,0,,0,3.80,
kaylashka-grozdova-50-ml,Кайлъшка Гроздова,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,KAYLASHKA_GROZDOVA_50_ML,0,,0,2.20,
yambolska-grozdova-50-ml,Ямболска Гроздова,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,YAMBOLSKA_GROZDOVA_50_ML,0,,0,2.00,
troyanska-slivova-50-ml,Троянска Сливова,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,TROYANSKA_SLIVOVA_50_ML,0,,0,2.40,
troyanska-slivova-otlezhala-50-ml,Троянска Сливова Отлежала,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,TROYANSKA_SLIVOVA_OTLEZHALA_50_ML,0,,0,2.80,
targovishte-muskatova-50-ml,Търговище Мускатова,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,TARGOVISHTE_MUSKATOVA_50_ML,0,,0,2.20,
targovishte-muskatova-otlezhala-50-ml,Търговище Мускатова отлежала,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,TARGOVISHTE_MUSKATOVA_OTLEZHALA_50_ML,0,,0,2.40,
korten-otlezhala-rezerva-50-ml,Кортен отлежала Резерва,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,KORTEN_OTLEZHALA_REZERVA_50_ML,0,,0,4.50,
straldzhanska-muskatova-50-ml,Стралджанска Мускатова,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,STRALDZHANSKA_MUSKATOVA_50_ML,0,,0,3.40,
straldzhanska-muskatova-barel-50-ml,Стралджанска мускатова Барел,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,STRALDZHANSKA_MUSKATOVA_BAREL_50_ML,0,,0,3.80,
isperih-kaysieva-50-ml,Исперих кайсиева,Богат избор от български ракии,Делиорман,Ракии,"Ракии, rakia",TRUE,Размер,50 ml,ISPERIH_KAYSIEVA_50_ML,0,,0,,
targovishte-muskat-sovinon-blan-750-ml,Търговище Мускат/ Совиньон Блан,Бяло вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,TARGOVISHTE_MUSKAT_SOVINON_BLAN_750_ML,0,,0,13.90,
kvantum-shardone-sovinon-blan-750-ml,Квантум Шардоне / Совиньон Блан,Бяло вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,KVANTUM_SHARDONE_SOVINON_BLAN_750_ML,0,,0,19.90,
cherga-750-ml,Черга,Бяло вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,CHERGA_750_ML,0,,0,21.90,
pearl-white-sovinon-blan-semiyon-750-ml,Pearl White Совиньон Блан & Семийон,Бяло вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,PEARL_WHITE_SOVINON_BLAN_SEMIYON_750_ML,0,,0,24.90,
korten-shardone-750-ml,Кортен Шардоне,Бяло вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,KORTEN_SHARDONE_750_ML,0,,0,34.90,
nalivna-kana-500-ml,Наливна кана,Бяло вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,500 ml,NALIVNA_KANA_500_ML,0,,0,7.90,
nalivna-chasha-150-ml,Наливна чаша,Бяло вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,150 ml,NALIVNA_CHASHA_150_ML,0,,0,2.50,
targovishte-kaberne-750-ml,Търговище Каберне,Червено вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,TARGOVISHTE_KABERNE_750_ML,0,,0,13.90,
kvantum-kaberne-merlo-750-ml,Квантум Каберне / Мерло,Червено вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,KVANTUM_KABERNE_MERLO_750_ML,0,,0,19.90,
cherga-750-ml-2,Черга,Червено вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,CHERGA_750_ML_2,0,,0,21.90,
deep-red-750-ml,Deep Red,Червено вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,DEEP_RED_750_ML,0,,0,24.90,
korten-merlo-kaberne-750-ml,Кортен Мерло / Каберне,Червено вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,KORTEN_MERLO_KABERNE_750_ML,0,,0,34.90,
nalivna-kana-500-ml-2,Наливна кана,Червено вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,500 ml,NALIVNA_KANA_500_ML_2,0,,0,7.90,
nalivna-chasha-150-ml-2,Наливна чаша,Червено вино,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,150 ml,NALIVNA_CHASHA_150_ML_2,0,,0,2.50,
targovishte-roze-750-ml,Търговище Розе,Розе,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,TARGOVISHTE_ROZE_750_ML,0,,0,13.90,
kvantum-roze-750-ml,Квантум Розе,Розе,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,KVANTUM_ROZE_750_ML,0,,0,19.90,
cherga-roze-750-ml,Черга Розе,Розе,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,CHERGA_ROZE_750_ML,0,,0,21.90,
pure-pink-roze-sira-murvedar-750-ml,PURE PINK Розе Сира & Мурведър,Розе,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,PURE_PINK_ROZE_SIRA_MURVEDAR_750_ML,0,,0,24.90,
korten-roze-sira-750-ml,Кортен Розе Сира,Розе,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,750 ml,KORTEN_ROZE_SIRA_750_ML,0,,0,34.90,
nalivna-kana-roze-500-ml,Наливна кана розе,Розе,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,500 ml,NALIVNA_KANA_ROZE_500_ML,0,,0,7.90,
nalivna-chasha-roze-150-ml,Наливна чаша розе,Розе,Делиорман,Бели и Червени Вина,"Бели и Червени Вина, wines",TRUE,Размер,150 ml,NALIVNA_CHASHA_ROZE_150_ML,0,,0,2.50,
vodka-savoy-silvar-savoy-50-ml,"Водка ""Савой"" Силвър / Савой","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_SAVOY_SILVAR_SAVOY_50_ML,0,,0,1.60,
vodka-flirt-50-ml,"Водка ""Флирт""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_FLIRT_50_ML,0,,0,1.60,
vodka-alyaska-50-ml,"Водка ""Аляска""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_ALYASKA_50_ML,0,,0,1.60,
vodka-smirnof-50-ml,"Водка ""Смирноф""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_SMIRNOF_50_ML,0,,0,2.80,
vodka-absolyut-50-ml,"Водка ""Абсолют""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_ABSOLYUT_50_ML,0,,0,2.80,
vodka-ruski-standart-50-ml,"Водка ""Руски стандарт""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_RUSKI_STANDART_50_ML,0,,0,3.00,
vodka-finlandiya-50-ml,"Водка ""Финландия""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_FINLANDIYA_50_ML,0,,0,3.00,
vodka-pravda-50-ml,"Водка ""Правда""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_PRAVDA_50_ML,0,,0,3.80,
vodka-beluga-50-ml,"Водка ""Белуга""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_BELUGA_50_ML,0,,0,6.50,
vodka-siva-gaska-50-ml,"Водка ""Сива Гъска""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,VODKA_SIVA_GASKA_50_ML,0,,0,6.50,
uzo-plumari-50-ml,"Узо ""Плумари""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,UZO_PLUMARI_50_ML,0,,0,2.00,
rom-savoy-50-ml,"Ром ""Савой""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,ROM_SAVOY_50_ML,0,,0,1.50,
rom-savoy-byal-50-ml,"Ром ""Савой Бял""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,ROM_SAVOY_BYAL_50_ML,0,,0,1.50,
mastika-peshtera-50-ml,"Мастика ""Пещера""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,MASTIKA_PESHTERA_50_ML,0,,0,1.50,
dzhin-savoy-50-ml,"Джин ""Савой""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,DZHIN_SAVOY_50_ML,0,,0,1.50,
konyak-metaksa-50-ml,"Коняк ""Метакса""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,KONYAK_METAKSA_50_ML,0,,0,2.80,
menta-peshtera-50-ml,"Мента ""Пещера""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,50 ml,MENTA_PESHTERA_50_ML,0,,0,2.00,
shampansko-osterayh-gold-750-ml,"Шампанско ""Остерайх Голд""","Селекция от водка, джин, ром, мастика и други",Делиорман,Водка и Други Напитки,"Водка и Други Напитки, vodka-other-spirits",TRUE,Размер,750 ml,SHAMPANSKO_OSTERAYH_GOLD_750_ML,0,,0,39.00,
pasport-50-ml,Паспорт,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,PASPORT_50_ML,0,,0,2.50,
balantayns-50-ml,Балантайнс,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,BALANTAYNS_50_ML,0,,0,2.90,
dzhi-bi-50-ml,Джи Би,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,DZHI_BI_50_ML,0,,0,2.90,
dzhoni-uokar-cherven-50-ml,"Джони Уокър"" Червен",Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,DZHONI_UOKAR_CHERVEN_50_ML,0,,0,2.90,
dzhim-biym-50-ml,Джим Бийм,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,DZHIM_BIYM_50_ML,0,,0,2.90,
tyulamor-dyu-50-ml,Тюламор Дю,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,TYULAMOR_DYU_50_ML,0,,0,3.50,
dzhak-daniels-50-ml,Джак Даниелс,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,DZHAK_DANIELS_50_ML,0,,0,4.00,
dzhoni-uokar-cheren-50-ml,"Джони Уокър"" Черен",Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,DZHONI_UOKAR_CHEREN_50_ML,0,,0,4.90,
chivas-regal-50-ml,Чивас Регал,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,CHIVAS_REGAL_50_ML,0,,0,4.90,
bushmils-blek-bush-50-ml,Бушмилс Блек Буш,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,50 ml,BUSHMILS_BLEK_BUSH_50_ML,0,,0,4.90,
leshnitsi-100-gr,Лешници,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,100 gr,LESHNITSI_100_GR,0,,0,6.00,
bademi-100-gr,Бадеми,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,100 gr,BADEMI_100_GR,0,,0,6.00,
indiysko-kashu-100-gr,Индийско кашу,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,100 gr,INDIYSKO_KASHU_100_GR,0,,0,6.00,
fastatsi-100-gr,Фъстъци,Отбрани уискита и свежи ядки,Делиорман,Уиски и Ядки,"Уиски и Ядки, whiskey-and-nuts",TRUE,Размер,100 gr,FASTATSI_100_GR,0,,0,3.00,
